url	first_seen	portal	title	company	status
https://jobs.lever.co/findigs/37c51018-9413-49a5-98e3-b3ba92b6db47	2026-08-22	Lever — CSE DFW/Remote	Customer Success Manager	Findigs	skipped_title
https://jobs.lever.co/arcadia/878f8c29-b287-488d-b6c0-e65e059f24b4	2026-08-22	Lever — CSE DFW/Remote	Customer Success Manager	Arcadia	skipped_title
https://www.indeed.com/q-remote-customer-success-l-dallas,-tx-jobs.html	2026-08-22	Indeed — CS/AM Dallas/Remote	Customer Success Manager Turnitin	Turnitin	added
https://www.indeed.com/q-remote-customer-success-l-texas-jobs.html	2026-08-22	Indeed — CS/AM Dallas/Remote	Senior Customer Success Manager Nodes & Links	Nodes & Links	added
https://jobera.com/job/quisitivejobs-customer-success-manager-25cab88c/	2026-08-22	General — CSM/AM SaaS DFW/Remote	Customer Success Manager	Quisitive	added
https://flexgen.zya.me/job/remote-customer-success-account-manager-2	2026-08-22	General — CSM/AM SaaS DFW/Remote	Customer Success Account Manager	Rechat	added
https://snaprecruit.com/job/remote-senior-customer-irving-texas-h3dk20260627090619.html	2026-08-22	General — CSE DFW/Remote 2026	Sr CSM Strategic Accounts	Element451	added
https://boards.greenhouse.io/reltio/jobs/5403586004	2026-08-22	Greenhouse — CSE DFW/Remote	Customer Success Manager	Reltio	added
https://boards.greenhouse.io/alphasense/jobs/7848430002	2026-08-22	Greenhouse — AM/CP DFW/Remote	Account Manager Corporate	AlphaSense	skipped_title
https://boards.greenhouse.io/apolloio/jobs/5055409004	2026-08-22	Greenhouse — AM/CP DFW/Remote	Account Manager SMB	Apollo.io	skipped_title
https://boards.greenhouse.io/tempus/jobs/7797906002	2026-08-22	Greenhouse — CSE DFW/Remote	Customer Success Manager II	Tempus	skipped_title
https://boards.greenhouse.io/prove/jobs/6110436004	2026-08-22	Greenhouse — CSE DFW/Remote	Customer Success Manager Partners	Prove	skipped_title
https://boards.greenhouse.io/urbancompass/jobs/7712338	2026-08-22	Greenhouse — AM/CP DFW/Remote	Strategic Growth Manager	Compass	skipped_title
https://jobs.ashbyhq.com/scribe/9168c50c-26c6-456e-a06f-3c2d92916165	2026-08-22	Ashby — CSE DFW/Remote	Customer Success Manager Enterprise	Scribe	added
https://www.linkedin.com/jobs/view/customer-success-manager-at-automation-anywhere-4432446633	2026-08-22	LinkedIn — CSE DFW/Remote	Customer Success Manager	Automation Anywhere	added
https://www.mysmartpros.com/tuition/job/sr-customer-success-manager-strategic-account-5194728/	2026-08-22	General — CSE DFW/Remote 2026	Sr Customer Success Manager Strategic Account	Genesys	added
https://careers.unitedhealthgroup.com/job/dallas/sr-strategic-account-executive-remote/34088/96918204864	2026-08-22	General — CSE DFW/Remote 2026	Sr Strategic Account Executive	UnitedHealth Group	added
https://hiringcafe.com/job/specialty-client-partner-oil-and-gas-remote-us-dallas-tx-us-ntt-data-uevvjg3s5j1g8sqf	2026-08-22	General — CSM/AM SaaS DFW/Remote	Specialty Client Partner Oil & Gas	NTT DATA	added
https://wfhcatalyst.10001mb.com/job/speciality-client-partner-manufacturing-high-tech-remote	2026-08-22	General — CSM/AM SaaS DFW/Remote	Specialty Client Partner Manufacturing/High Tech	NTT DATA	added
https://hiringcafe.com/job/senior-client-partner-high-tech-vertical-us-remote-ust-dallas-texas-pqoeflkygasn1rez	2026-08-22	General — CSM/AM SaaS DFW/Remote	Senior Client Partner High Tech	UST	added
https://hiringcafe.com/job/client-partner-senior-infor-dallas-texas-9z114n0a8b7y4jjm	2026-08-22	General — CSM/AM SaaS DFW/Remote	Client Partner Senior	Infor	added
https://hiringcafe.com/job/strategic-account-executive-design-firms-schneider-electric-dallas-9nsklyfvaa8dd0or	2026-08-22	General — CSE DFW/Remote 2026	Strategic Account Executive Design Firms	Schneider Electric	added
https://jobs.ashbyhq.com/n8n/a54307ce-d8db-4560-b5c2-1dcd788215c5	2026-08-22	Ashby — CSE DFW/Remote	Customer Success Manager Guided	n8n	added
https://snaprecruit.com/job/remote-senior-customer-dallas-texas-zqtl20260710090711.html	2026-08-22	General — CSE DFW/Remote 2026	Sr CSM Strategic Accounts	EnGen	added
https://jobs.lever.co/h1/078b2c83-709e-4679-a2c4-5e9bbe8912a2	2026-08-22	Lever — AM/CP DFW/Remote	Senior Strategic Account Manager Pharma	H1	added
https://jobs.lever.co/dealerware/ac4c3497-9375-4901-ad80-42da818845ae/apply	2026-08-22	Lever — CSE DFW/Remote	Customer Success Manager	Dealerware	skipped_title
https://jobs.lever.co/Flex/6db02e53-c5b4-4c03-80c4-604b12ac9960	2026-08-22	Lever — AM/CP DFW/Remote	Account Manager	Flex	added
https://jobs.ashbyhq.com/owner/6eaa2c02-9647-41b4-a730-ae308e089fd4	2026-08-22	Ashby — CSE DFW/Remote	CSM Strategic	Owner.com	skipped_title
https://jobs.ashbyhq.com/owner/47473982-d27f-4009-8185-39cceb97bb59	2026-08-22	Ashby — CSE DFW/Remote	CSM Retention	Owner.com	skipped_title
https://jobs.lever.co/relay-commerce/ba632fab-22cd-4299-a4ac-9b78eb308d66	2026-08-22	Lever — CSE DFW/Remote	Manager Customer Success	Relay Commerce	skipped_title
https://jobs.lever.co/kobie/a9770ecb-b3e4-41f5-9873-3399601b63bb/apply	2026-08-22	Lever — AM/CP DFW/Remote	Sr Account Manager	Kobie	added
https://boards.greenhouse.io/flexport/jobs/7718146	2026-08-22	Greenhouse — CSE DFW/Remote	3PL Customer Success Manager	Flexport	skipped_title
https://hiring.camp/job/OOwEDN	2026-08-22	General — CSE DFW/Remote 2026	Strategic Client Executive	Cohesity	added
https://hiring.camp/job/Za9xN0	2026-08-22	General — CSM/AM SaaS DFW/Remote	Assoc Partner Consult Partner Cloud/Healthcare	Kyndryl	added
https://boards.greenhouse.io/samsara/jobs/8121312	2026-08-22	Greenhouse — Implementation/CS Remote	Enterprise Core Implementation Consultant West	Samsara	added
https://boards.greenhouse.io/canopyconnect/jobs/6145961004	2026-08-22	Greenhouse — Implementation/CS Remote	Enterprise Implementation Consultant	Canopy Connect	added
https://jobs.lever.co/verygoodsecurity/a65a52af-331f-4068-814d-31c83059765f	2026-08-22	Lever — AM/Impl DFW/Remote	Senior Account Manager	VGS	added
https://jobs.lever.co/foodsmart/203832bc-bc3e-4988-bcb7-38efd5636461	2026-08-22	Lever — AM/Impl DFW/Remote	Senior Account Manager Healthcare/Health Plans	Foodsmart	added
https://jobs.lever.co/GurobiOptimization/ce911d96-71f3-4a39-ba97-a22092f07454	2026-08-22	Lever — AM/Impl DFW/Remote	Technical Account Manager	Gurobi Optimization	added
https://jobs.lever.co/firemon/65208e7b-0d5c-473c-9579-a0dab419fbd6	2026-08-22	Lever — CSE DFW/Remote	Technical Account Manager	FireMon	added
https://jobs.lever.co/truv/9bf2373d-f5f8-47ea-80a3-b5feeffbdad1	2026-08-22	Lever — AM/Impl DFW/Remote	Senior Technical Account Manager Public Sector	Truv	added
https://jobs.lever.co/Aprio/3ad1a832-ff5d-47fd-87ba-5606ae915212	2026-08-22	Lever — AM/Impl DFW/Remote	Senior Sage Intacct Delivery Manager	Aprio	skipped_title
https://jobs.lever.co/tracktik/75f49739-7bf5-49dd-ab36-49901f507d3b	2026-08-22	Lever — AM/Impl DFW/Remote	Director Customer Delivery & Enablement	Trackforce	skipped_title
https://jobs.lever.co/lvs1/0b227364-4ccc-4c9d-b543-7c6136fd08e6	2026-08-22	Lever — AM/Impl DFW/Remote	Enterprise Architect Dynamics 365	Long View Systems	skipped_title
https://jobs.ashbyhq.com/curvionblue/e98842c4-d6bc-40db-9b7e-c3c8d0e80cce	2026-08-22	Ashby — AM/CP DFW/Remote	Director of Sales Training	Curvion Blue	skipped_title
https://boards.greenhouse.io/embed/job_app?token=4881018008	2026-08-22	Greenhouse — Implementation/CS Remote	Consultant Deltek Vision/Vantagepoint	Stambaugh Ness	skipped_title
https://boards.greenhouse.io/embed/job_app?token=4142158008	2026-08-22	Greenhouse — Implementation/CS Remote	Acumatica Construction Consultant	Blytheco	skipped_title
https://boards.greenhouse.io/monks/jobs/5819044004	2026-08-22	Greenhouse — Strategic Account TX/Remote	Associate Director Digital Strategy	Monks	skipped_title
https://www.jobtarget.com/jobs/jt-64kw47avyi/success-manager-dallas-texas	2026-08-22	General — CSE DFW/Remote 2026	Success Manager	MDVIP	skipped_title
https://snaprecruit.com/job/remote-customer-success-dallas-texas-ihpf20260722090525.html	2026-08-22	General — CSM/AM SaaS DFW/Remote	Customer Success Manager	Beyonk	added
https://www.indeed.com/q-customer-success-manager-l-texas-jobs.html	2026-08-22	Indeed — CS/AM Dallas/Remote	Senior Customer Success Manager	NantHealth	added
https://www.indeed.com/q-customer-success-manager-l-texas-jobs.html	2026-08-22	Indeed — CS/AM Dallas/Remote	Customer Success Manager	Imagine Learning	added
https://jobs.ashbyhq.com/synthesia/3be3afcc-3358-480c-93df-516b7ee601d5	2026-08-22	Ashby — CSE DFW/Remote	Strategic Customer Success Manager	Synthesia	added
https://careers.mckesson.com/en/job/texas/customer-success-manager-ehr-oncology/733/92162465504	2026-08-22	General — CSE DFW/Remote 2026	Customer Success Manager EHR Oncology	McKesson	added
https://www.linkedin.com/jobs/view/client-success-manager-at-jpmorganchase-4215139073	2026-08-22	LinkedIn — AM/CP DFW/Remote	Client Success Manager	JPMorganChase	added
https://boards.greenhouse.io/flexport/jobs/7758074	2026-08-22	Greenhouse — AM/CP DFW/Remote	Manager Account Management	Flexport	added
https://boards.greenhouse.io/tulip/jobs/7660945003	2026-08-22	Greenhouse — CSE DFW/Remote	Customer Success	Tulip	skipped_expired
https://job-boards.greenhouse.io/celonis/jobs/7631651003	2026-08-22	Greenhouse — Strategic Account TX/Remote	Strategic Account Executive Client Partner	Celonis	skipped_title
https://www.indeed.com/q-customer-success-manager-l-plano-tx-jobs.html	2026-08-22	Indeed — CS/AM Dallas/Remote	Client Success Manager	JPMorganChase	added
https://jobgrow.pragatishilclasses.org/job/customer-success-account-manager-ehr	2026-08-22	General — CSE DFW/Remote 2026	Customer Success Account Manager EHR	McKesson	added
https://us.sercanto.com/detail/a/client-partner-healthcare_dallas_3286979008	2026-08-23	General — CSM/AM SaaS DFW/Remote	Client Partner Healthcare	Slalom	added
https://careers.cognizant.com/ca-en/jobs/00068596542/healthcare-ai-engagement-lead-remote/	2026-08-23	General — CSE DFW/Remote 2026	Healthcare AI Engagement Lead	Cognizant	added
https://earnbetter.com/app/job/01JEZEPWPSJWQ17PQAGWRZCMFD/	2026-08-23	General — CSM/AM SaaS DFW/Remote	Client Partner Workforce & Economic Development	Resultant	added
https://www.linkedin.com/jobs/view/customer-success-and-retention-manager-apigee-google-cloud-at-google-4227676935	2026-08-23	General — CSE DFW/Remote 2026	Customer Success and Retention Manager Apigee	Google	skipped_title
https://www.linkedin.com/jobs/view/customer-success-manager-sales-support-at-biote-4223736140	2026-08-23	LinkedIn — CSE DFW/Remote	Customer Success Manager Sales Support	Biote	skipped_title
https://www.linkedin.com/jobs/view/director-of-customer-success-at-deploy-4211848501	2026-08-23	LinkedIn — CSE DFW/Remote	Director of Customer Success	Deploy	skipped_expired
https://www.linkedin.com/jobs/view/client-relations-director-rochambeau-at-louis-vuitton-4170185213	2026-08-23	LinkedIn — AM/CP DFW/Remote	Client Relations Director	Louis Vuitton	skipped_title
https://job-boards.greenhouse.io/greenirony/jobs/5126436007	2026-08-23	Greenhouse — CSE DFW/Remote	Client Success Manager	Green Irony	added
https://www.linkedin.com/jobs/view/customer-success-manager-remote-at-emerson-4415322142	2026-08-23	LinkedIn — CSE DFW/Remote	Customer Success Manager	Emerson	added
https://www.linkedin.com/jobs/view/consultant-mes-project-implementation-at-infor-4423240670	2026-08-23	LinkedIn — Implementation DFW/Remote	Consultant MES Project Implementation	Infor	skipped_title
https://job-boards.greenhouse.io/embed/job_app?for=anaplan&token=7953789002	2026-08-23	Greenhouse — Implementation/CS Remote	Senior Solution Consultant FP&A	Anaplan	skipped_title
https://www.linkedin.com/jobs/view/senior-consultant-oracle-hcm-technical-at-deloitte-4430760849	2026-08-23	LinkedIn — Implementation DFW/Remote	Senior Consultant Oracle HCM Technical	Deloitte	skipped_title
https://jobs.lever.co/h1/65c2c95e-dd39-4ec7-bd0b-ab6cb269644f	2026-08-23	Lever — CSE DFW/Remote	Principal Customer Success Manager Pharma	H1	added
https://jobs.ashbyhq.com/lumos/5cda763f-f302-45d2-b3db-49e5a4ea52e9	2026-08-23	Ashby — CSE DFW/Remote	Enterprise Customer Success Manager	Lumos	added
https://boards.greenhouse.io/dominodatalab/jobs/2385331	2026-08-23	Greenhouse — CSE DFW/Remote	Enterprise Customer Success Manager	Domino Data Lab	added
https://www.linkedin.com/jobs/view/ai-implementation-enablement-manager-at-m-financial-group-4430211135	2026-08-23	LinkedIn — Implementation DFW/Remote	AI Implementation & Enablement Manager	M Financial Group	added
https://jobs.ashbyhq.com/assorthealth/a3a6a725-939a-4bdf-b2da-de3b32f68b5c	2026-08-23	Ashby — CSE DFW/Remote	Senior Customer Success Manager	Assort Health	added
https://jobs.lever.co/moonpay/c8681a9c-4ac7-48ee-814e-de815cb62dd1	2026-08-23	Lever — AM/CP DFW/Remote	Account Manager Institutional	MoonPay	skipped_title
https://jobs.lever.co/nextovation/148ddafb-f33a-4a2a-a2ff-27f4821973af	2026-08-23	Lever — AM/CP DFW/Remote	Cloud Security Architect	NextOvation	skipped_title
https://www.linkedin.com/jobs/view/client-partner-senior-director-healthcare-at-salesforce-4188730526	2026-08-23	LinkedIn — AM/CP DFW/Remote	Client Partner Senior Director Healthcare	Salesforce	skipped_expired
https://www.linkedin.com/jobs/view/director-of-customer-success-at-wiliot-4158951475	2026-08-23	LinkedIn — CSE DFW/Remote	Director of Customer Success	Wiliot	skipped_expired
https://jobs-radar.com/job/principal-customer-success-manager-at-edb-0ce914	2026-08-24	Indeed — CS/AM Dallas/Remote	Principal Customer Success Manager	EDB	added
https://job-boards.greenhouse.io/karbon/jobs/6093692004	2026-08-24	Greenhouse — CSE DFW/Remote	Senior Customer Success Manager	Karbon	added
https://job-boards.eu.greenhouse.io/mariadbplc/jobs/4915153101	2026-08-24	Greenhouse — CSE DFW/Remote	Enterprise Customer Success Manager	MariaDB/GridGain	added
https://hiresub.infinityfree.me/job/sr-customer-success-manager-5036404	2026-08-24	Indeed — CS/AM Dallas/Remote	Sr Customer Success Manager	OneSource Virtual	added
https://www.mysmartpros.com/tuition/job/client-success-manager-remote-f97b9550/	2026-08-24	Indeed — CS/AM Dallas/Remote	Customer Success Manager	Neumo Holdings	added
https://www.linkedin.com/jobs/view/consultant-mes-project-implementation-at-infor-4423240670	2026-08-24	LinkedIn — Implementation DFW/Remote	Consultant MES Project Implementation	Infor	added
https://www.linkedin.com/jobs/view/customer-success-executive-central-region-at-hippocratic-ai	2026-08-24	General — CSE DFW/Remote 2026	Customer Success Executive Central Region	Hippocratic AI	added
https://jobs.lever.co/captivateiq/d77a3554-597c-429c-b7f4-22dedc23effb	2026-08-24	Lever — CSE DFW/Remote	Senior Customer Success Manager Sales Planning	CaptivateIQ	added
https://www.talent.com/view?id=613001132081480660	2026-08-24	General — CSM/AM SaaS DFW/Remote	Client Partner Healthcare	Blue Ocean Ventures	added
https://www.linkedin.com/jobs/view/senior-customer-success-executive-at-field-nation-4435324985	2026-08-24	General — CSE DFW/Remote 2026	Senior Customer Success Executive	Field Nation	added
https://www.jobtarget.com/jobs/jt-8v8iy5rtp7/customer-success-specialist-dallas-texas	2026-08-24	General — CSE DFW/Remote 2026	Customer Success Specialist	Beck Technology	skipped_title
https://www.ihirehr.com/jobs/view/531838716	2026-08-24	General — CSE DFW/Remote 2026	Customer Onboarding Specialist	McKesson	skipped_title
https://www.linkedin.com/jobs/view/solutions-architect-inbound-ai-deployments-at-hippocratic-ai-4449023346	2026-08-24	General — CSE DFW/Remote 2026	Solutions Architect Inbound AI Deployments	Hippocratic AI	skipped_title
https://www.linkedin.com/jobs/view/deployment-strategist-life-sciences-at-hippocratic-ai-4434911119	2026-08-24	General — CSE DFW/Remote 2026	Deployment Strategist Life Sciences	Hippocratic AI	skipped_title
https://boards.greenhouse.io/myriad360/jobs/8406860002	2026-08-24	Greenhouse — CSE DFW/Remote	Senior Security Client Solution Architect	Myriad360	skipped_title
https://boards.greenhouse.io/braze/jobs/7810802	2026-08-24	Greenhouse — CSE DFW/Remote	Team Lead Solutions Consulting	Braze	skipped_title
https://jobs.ashbyhq.com/rula/e6182caa-4c3e-4ede-b73f-ac7a48b23a87	2026-08-24	Ashby — CSE DFW/Remote	Sr Healthcare Partnerships Associate	Rula	skipped_dup
https://jobs.lever.co/mendix/0c950d06-599e-49af-ae99-916479faa126	2026-08-24	Lever — AM/Impl DFW/Remote	Technical Account Manager	Mendix	skipped_title
https://www.linkedin.com/jobs/view/customer-success-executive-weekend-us-hours-remote-at-prenetics-4452391280	2026-08-24	LinkedIn — CSE DFW/Remote	Customer Success Executive Weekend	Prenetics	added
https://jobs.lever.co/esper/48b7061a-e442-4a8a-bd8c-b1858ae5fc5c	2026-08-24	Lever — AM/Impl DFW/Remote	Implementation Account Manager	Esper	added
https://www.builtinaustin.com/job/account-manager-dc/8656584	2026-08-24	Built In — CS/AM Austin/Dallas	Account Manager	PagerDuty	added
https://www.builtinaustin.com/job/account-manager-datagrid/8391959	2026-08-24	Built In — CS/AM Austin/Dallas	Account Manager Datagrid	Procore Technologies	added
https://www.builtinaustin.com/job/senior-account-manager-enterprise/9142016	2026-08-24	Built In — CS/AM Austin/Dallas	Account Manager Enterprise	Braze	added
https://www.linkedin.com/jobs/view/client-partner-at-netcracker-technology-4211754590	2026-08-24	LinkedIn — AM/CP DFW/Remote	Client Partner	NetCracker Technology	added
https://snaprecruit.com/job/remote-customer-success-garland-texas-gt5u20260629083125.html	2026-08-24	General — CSM/AM SaaS DFW/Remote	Customer Success & Account Manager	Cordance/eRezLife	added
https://www.indeed.com/q-client-success-manager-remote-l-texas-jobs.html	2026-08-24	Indeed — CS/AM Dallas/Remote	Client Success Manager	Trivium	added
https://www.indeed.com/q-client-success-manager-remote-l-texas-jobs.html	2026-08-24	Indeed — CS/AM Dallas/Remote	Client Success Manager	Bankjoy	skipped_dup
